Kraj;Okres;Obec;Katastr
Kraj Vysočina;Havlíčkův Brod;Borek;Borek u Chotěboře
Kraj Vysočina;Havlíčkův Brod;Borek;Ostružno
Kraj Vysočina;Havlíčkův Brod;Čachotín;Čachotín
Kraj Vysočina;Havlíčkův Brod;Česká Bělá;Cibotín
Kraj Vysočina;Havlíčkův Brod;Česká Bělá;Česká Bělá
Kraj Vysočina;Havlíčkův Brod;Číhošť;Číhošť
Kraj Vysočina;Havlíčkův Brod;Číhošť;Hlohov
Kraj Vysočina;Havlíčkův Brod;Číhošť;Hroznětín u Číhoště
Kraj Vysočina;Havlíčkův Brod;Číhošť;Tunochody
Kraj Vysočina;Havlíčkův Brod;Číhošť;Zdeslavice
Kraj Vysočina;Havlíčkův Brod;Dlouhá Ves;Dlouhá Ves u Havlíčkova Brodu
Kraj Vysočina;Havlíčkův Brod;Dolní Krupá;Dolní Krupá u Havlíčkova Brodu
Kraj Vysočina;Havlíčkův Brod;Dolní Město;Dolní Město
Kraj Vysočina;Havlíčkův Brod;Dolní Město;Meziklasí
Kraj Vysočina;Havlíčkův Brod;Dolní Město;Dobrá Voda Lipnická
Kraj Vysočina;Havlíčkův Brod;Dolní Město;Rejčkov
Kraj Vysočina;Havlíčkův Brod;Druhanov;Druhanov
Kraj Vysočina;Havlíčkův Brod;Golčův Jeníkov;Golčův Jeníkov
Kraj Vysočina;Havlíčkův Brod;Golčův Jeníkov;Kobylí Hlava
Kraj Vysočina;Havlíčkův Brod;Golčův Jeníkov;Nasavrky u Golčova Jeníkova
Kraj Vysočina;Havlíčkův Brod;Golčův Jeníkov;Římovice
Kraj Vysočina;Havlíčkův Brod;Golčův Jeníkov;Vrtěšice
Kraj Vysočina;Havlíčkův Brod;Golčův Jeníkov;Sirákovice
Kraj Vysočina;Havlíčkův Brod;Golčův Jeníkov;Stupárovice
Kraj Vysočina;Havlíčkův Brod;Habry;Lubno u Bačkova
Kraj Vysočina;Havlíčkův Brod;Habry;Zboží
Kraj Vysočina;Havlíčkův Brod;Habry;Frýdnava
Kraj Vysočina;Havlíčkův Brod;Habry;Habry
Kraj Vysočina;Havlíčkův Brod;Havlíčkova Borová;Havlíčkova Borová
Kraj Vysočina;Havlíčkův Brod;Havlíčkova Borová;Peršíkov
Kraj Vysočina;Havlíčkův Brod;Havlíčkova Borová;Železné Horky
Kraj Vysočina;Havlíčkův Brod;Herálec;Herálec
Kraj Vysočina;Havlíčkův Brod;Herálec;Koječín
Kraj Vysočina;Havlíčkův Brod;Herálec;Kamenice u Herálce
Kraj Vysočina;Havlíčkův Brod;Herálec;Mikulášov
Kraj Vysočina;Havlíčkův Brod;Herálec;Pavlov u Herálce
Kraj Vysočina;Havlíčkův Brod;Herálec;Dubí
Kraj Vysočina;Havlíčkův Brod;Herálec;Zdislavice u Herálce
Kraj Vysočina;Havlíčkův Brod;Hněvkovice;Budeč nad Želivkou
Kraj Vysočina;Havlíčkův Brod;Hněvkovice;Habrovčice
Kraj Vysočina;Havlíčkův Brod;Hněvkovice;Hněvkovice u Ledče nad Sázavou
Kraj Vysočina;Havlíčkův Brod;Hněvkovice;Chotěměřice
Kraj Vysočina;Havlíčkův Brod;Hněvkovice;Nová Ves u Dolních Kralovic
Kraj Vysočina;Havlíčkův Brod;Hněvkovice;Zahájí u Hněvkovic
Kraj Vysočina;Havlíčkův Brod;Horní Krupá;Horní Krupá u Havlíčkova Brodu
Kraj Vysočina;Havlíčkův Brod;Hradec;Hradec u Ledče nad Sázavou
Kraj Vysočina;Havlíčkův Brod;Chotěboř;Chotěboř
Kraj Vysočina;Havlíčkův Brod;Chotěboř;Bílek
Kraj Vysočina;Havlíčkův Brod;Chotěboř;Klouzovy u Chotěboře
Kraj Vysočina;Havlíčkův Brod;Chotěboř;Dobkov
Kraj Vysočina;Havlíčkův Brod;Chotěboř;Počátky u Chotěboře
Kraj Vysočina;Havlíčkův Brod;Chotěboř;Příjemky
Kraj Vysočina;Havlíčkův Brod;Chotěboř;Rankov u Chotěboře
Kraj Vysočina;Havlíčkův Brod;Chotěboř;Střížov u Chotěboře
Kraj Vysočina;Havlíčkův Brod;Chotěboř;Svinný
Kraj Vysočina;Havlíčkův Brod;Chrtníč;Chrtníč
Kraj Vysočina;Havlíčkův Brod;Jedlá;Dobrá Voda u Jedlé
Kraj Vysočina;Havlíčkův Brod;Jedlá;Jedlá
Kraj Vysočina;Havlíčkův Brod;Jeřišno;Chuchel
Kraj Vysočina;Havlíčkův Brod;Jeřišno;Jeřišno
Kraj Vysočina;Havlíčkův Brod;Jeřišno;Vestecká Lhotka
Kraj Vysočina;Havlíčkův Brod;Kámen;Jiříkov u Kamene
Kraj Vysočina;Havlíčkův Brod;Kámen;Kámen u Habrů
Kraj Vysočina;Havlíčkův Brod;Kámen;Proseč u Kamene
Kraj Vysočina;Havlíčkův Brod;Kamenná Lhota;Kamenná Lhota
Kraj Vysočina;Havlíčkův Brod;Klokočov;Klokočov
Kraj Vysočina;Havlíčkův Brod;Kojetín;Kojetín u Havlíčkova Brodu
Kraj Vysočina;Havlíčkův Brod;Kozlov;Kozlov u Ledče nad Sázavou
Kraj Vysočina;Havlíčkův Brod;Kozlov;Leština u Ledče nad Sázavou
Kraj Vysočina;Havlíčkův Brod;Kozlov;Olešná u Ledče nad Sázavou
Kraj Vysočina;Havlíčkův Brod;Kozlov;Sychrov u Ledče nad Sázavou
Kraj Vysočina;Havlíčkův Brod;Kozlov;Vrbka u Ledče nad Sázavou
Kraj Vysočina;Havlíčkův Brod;Kožlí;Bohumilice u Kožlí
Kraj Vysočina;Havlíčkův Brod;Kožlí;Kožlí
Kraj Vysočina;Havlíčkův Brod;Kožlí;Sechov
Kraj Vysočina;Havlíčkův Brod;Krásná Hora;Bezděkov u Krásné Hory
Kraj Vysočina;Havlíčkův Brod;Krásná Hora;Broumova Lhota
Kraj Vysočina;Havlíčkův Brod;Krásná Hora;Bratroňov
Kraj Vysočina;Havlíčkův Brod;Krásná Hora;Čekánov
Kraj Vysočina;Havlíčkův Brod;Krásná Hora;Kojkovice
Kraj Vysočina;Havlíčkův Brod;Krásná Hora;Kojkovičky
Kraj Vysočina;Havlíčkův Brod;Krásná Hora;Krásná Hora
Kraj Vysočina;Havlíčkův Brod;Krásná Hora;Mozolov u Krásné Hory
Kraj Vysočina;Havlíčkův Brod;Krásná Hora;Volichov
Kraj Vysočina;Havlíčkův Brod;Krátká Ves;Krátká Ves
Kraj Vysočina;Havlíčkův Brod;Krucemburk;Hluboká u Krucemburku
Kraj Vysočina;Havlíčkův Brod;Krucemburk;Krucemburk
Kraj Vysočina;Havlíčkův Brod;Krucemburk;Staré Ransko
Kraj Vysočina;Havlíčkův Brod;Květinov;Kvasetice u Květinova
Kraj Vysočina;Havlíčkův Brod;Květinov;Květinov
Kraj Vysočina;Havlíčkův Brod;Květinov;Radňov u Květinova
Kraj Vysočina;Havlíčkův Brod;Kynice;Kynice
Kraj Vysočina;Havlíčkův Brod;Ledeč nad Sázavou;Habrek
Kraj Vysočina;Havlíčkův Brod;Ledeč nad Sázavou;Obrvaň
Kraj Vysočina;Havlíčkův Brod;Ledeč nad Sázavou;Souboř
Kraj Vysočina;Havlíčkův Brod;Ledeč nad Sázavou;Ledeč nad Sázavou
Kraj Vysočina;Havlíčkův Brod;Leškovice;Leškovice
Kraj Vysočina;Havlíčkův Brod;Leština u Světlé;Dobrnice
Kraj Vysočina;Havlíčkův Brod;Leština u Světlé;Leština u Světlé
Kraj Vysočina;Havlíčkův Brod;Leština u Světlé;Štěpánov u Leštiny
Kraj Vysočina;Havlíčkův Brod;Leština u Světlé;Vrbice u Leštiny
Kraj Vysočina;Havlíčkův Brod;Libice nad Doubravou;Kladruby u Libice
Kraj Vysočina;Havlíčkův Brod;Libice nad Doubravou;Malochyně
Kraj Vysočina;Havlíčkův Brod;Libice nad Doubravou;Barovice
Kraj Vysočina;Havlíčkův Brod;Libice nad Doubravou;Chloumek
Kraj Vysočina;Havlíčkův Brod;Libice nad Doubravou;Lhůta
Kraj Vysočina;Havlíčkův Brod;Libice nad Doubravou;Libice nad Doubravou
Kraj Vysočina;Havlíčkův Brod;Libice nad Doubravou;Libická Lhotka
Kraj Vysočina;Havlíčkův Brod;Lípa;Dobrohostov
Kraj Vysočina;Havlíčkův Brod;Lípa;Chválkov
Kraj Vysočina;Havlíčkův Brod;Lípa;Lípa u Havlíčkova Brodu
Kraj Vysočina;Havlíčkův Brod;Lípa;Petrkov
Kraj Vysočina;Havlíčkův Brod;Lipnice nad Sázavou;Lipnice nad Sázavou
Kraj Vysočina;Havlíčkův Brod;Lučice;Lučice
Kraj Vysočina;Havlíčkův Brod;Malčín;Malčín
Kraj Vysočina;Havlíčkův Brod;Maleč;Horní Lhotka
Kraj Vysočina;Havlíčkův Brod;Maleč;Hranice u Malče
Kraj Vysočina;Havlíčkův Brod;Maleč;Jeníkovec
Kraj Vysočina;Havlíčkův Brod;Maleč;Maleč u Chotěboře
Kraj Vysočina;Havlíčkův Brod;Maleč;Předboř u Malče
Kraj Vysočina;Havlíčkův Brod;Modlíkov;Modlíkov u Přibyslavi
Kraj Vysočina;Havlíčkův Brod;Nová Ves u Leštiny;Nová Ves u Leštiny
Kraj Vysočina;Havlíčkův Brod;Nová Ves u Chotěboře;Nová Ves u Chotěboře
Kraj Vysočina;Havlíčkův Brod;Okrouhlice;Babice u Okrouhlice
Kraj Vysočina;Havlíčkův Brod;Okrouhlice;Chlístov u Okrouhlice
Kraj Vysočina;Havlíčkův Brod;Okrouhlice;Okrouhlice
Kraj Vysočina;Havlíčkův Brod;Okrouhlice;Olešnice u Okrouhlice
Kraj Vysočina;Havlíčkův Brod;Okrouhlice;Vadín
Kraj Vysočina;Havlíčkův Brod;Olešenka;Olešenka
Kraj Vysočina;Havlíčkův Brod;Olešná;Olešná u Havlíčkova Brodu
Kraj Vysočina;Havlíčkův Brod;Oudoleň;Oudoleň
Kraj Vysočina;Havlíčkův Brod;Ovesná Lhota;Ovesná Lhota
Kraj Vysočina;Havlíčkův Brod;Pavlov;Pavlov u Ledče nad Sázavou
Kraj Vysočina;Havlíčkův Brod;Pohled;Pohled
Kraj Vysočina;Havlíčkův Brod;Pohled;Simtany
Kraj Vysočina;Havlíčkův Brod;Prosíčka;Prosíčka
Kraj Vysočina;Havlíčkův Brod;Prosíčka;Nezdín
Kraj Vysočina;Havlíčkův Brod;Přibyslav;Česká Jablonná
Kraj Vysočina;Havlíčkův Brod;Přibyslav;Dobrá
Kraj Vysočina;Havlíčkův Brod;Přibyslav;Dolní Jablonná
Kraj Vysočina;Havlíčkův Brod;Přibyslav;Hřiště
Kraj Vysočina;Havlíčkův Brod;Přibyslav;Poříčí u Přibyslavi
Kraj Vysočina;Havlíčkův Brod;Přibyslav;Přibyslav
Kraj Vysočina;Havlíčkův Brod;Přibyslav;Ronov nad Sázavou
Kraj Vysočina;Havlíčkův Brod;Přibyslav;Utín
Kraj Vysočina;Havlíčkův Brod;Příseka;Příseka u Světlé nad Sázavou
Kraj Vysočina;Havlíčkův Brod;Radostín;Radostín u Havlíčkova Brodu
Kraj Vysočina;Havlíčkův Brod;Rozsochatec;Rozsochatec
Kraj Vysočina;Havlíčkův Brod;Rušinov;Vratkov
Kraj Vysočina;Havlíčkův Brod;Rušinov;Rušinov
Kraj Vysočina;Havlíčkův Brod;Rybníček;Rybníček u Habrů
Kraj Vysočina;Havlíčkův Brod;Sázavka;Sázavka
Kraj Vysočina;Havlíčkův Brod;Skryje;Skryje u Golčova Jeníkova
Kraj Vysočina;Havlíčkův Brod;Skuhrov;Skuhrov u Havlíčkova Brodu
Kraj Vysočina;Havlíčkův Brod;Slavíkov;Dolní Vestec
Kraj Vysočina;Havlíčkův Brod;Slavíkov;Kocourov u Slavíkova
Kraj Vysočina;Havlíčkův Brod;Slavíkov;Rovný
Kraj Vysočina;Havlíčkův Brod;Slavíkov;Slavíkov u Chotěboře
Kraj Vysočina;Havlíčkův Brod;Sobíňov;Sobíňov
Kraj Vysočina;Havlíčkův Brod;Stříbrné Hory;Stříbrné Hory u Přibyslavi
Kraj Vysočina;Havlíčkův Brod;Světlá nad Sázavou;Dolní Dlužiny
Kraj Vysočina;Havlíčkův Brod;Světlá nad Sázavou;Horní Dlužiny
Kraj Vysočina;Havlíčkův Brod;Světlá nad Sázavou;Dolní Březinka
Kraj Vysočina;Havlíčkův Brod;Světlá nad Sázavou;Kochánov u Lipničky
Kraj Vysočina;Havlíčkův Brod;Světlá nad Sázavou;Lipnička
Kraj Vysočina;Havlíčkův Brod;Světlá nad Sázavou;Radostovice u Lipničky
Kraj Vysočina;Havlíčkův Brod;Světlá nad Sázavou;Benetice u Světlé nad Sázavou
Kraj Vysočina;Havlíčkův Brod;Světlá nad Sázavou;Leštinka u Světlé nad Sázavou
Kraj Vysočina;Havlíčkův Brod;Světlá nad Sázavou;Mrzkovice
Kraj Vysočina;Havlíčkův Brod;Světlá nad Sázavou;Dolní Bohušice
Kraj Vysočina;Havlíčkův Brod;Světlá nad Sázavou;Horní Bohušice
Kraj Vysočina;Havlíčkův Brod;Světlá nad Sázavou;Světlá nad Sázavou
Kraj Vysočina;Havlíčkův Brod;Světlá nad Sázavou;Závidkovice
Kraj Vysočina;Havlíčkův Brod;Světlá nad Sázavou;Žebrákov u Světlé nad Sázavou
Kraj Vysočina;Havlíčkův Brod;Světlá nad Sázavou;Opatovice u Světlé nad Sázavou
Kraj Vysočina;Havlíčkův Brod;Šlapanov;Kněžská
Kraj Vysočina;Havlíčkův Brod;Šlapanov;Šachotín
Kraj Vysočina;Havlíčkův Brod;Šlapanov;Šlapanov
Kraj Vysočina;Havlíčkův Brod;Štoky;Petrovice u Štoků
Kraj Vysočina;Havlíčkův Brod;Štoky;Pozovice
Kraj Vysočina;Havlíčkův Brod;Štoky;Smilov u Štoků
Kraj Vysočina;Havlíčkův Brod;Štoky;Studénka u Štoků
Kraj Vysočina;Havlíčkův Brod;Štoky;Štoky
Kraj Vysočina;Havlíčkův Brod;Tis;Kněž
Kraj Vysočina;Havlíčkův Brod;Tis;Tis u Habrů
Kraj Vysočina;Havlíčkův Brod;Trpišovice;Dobrovítova Lhota
Kraj Vysočina;Havlíčkův Brod;Trpišovice;Koňkovice
Kraj Vysočina;Havlíčkův Brod;Trpišovice;Trpišovice
Kraj Vysočina;Havlíčkův Brod;Uhelná Příbram;Petrovice u Uhelné Příbramě
Kraj Vysočina;Havlíčkův Brod;Uhelná Příbram;Pukšice
Kraj Vysočina;Havlíčkův Brod;Uhelná Příbram;Uhelná Příbram
Kraj Vysočina;Havlíčkův Brod;Úsobí;Chyška
Kraj Vysočina;Havlíčkův Brod;Úsobí;Úsobí
Kraj Vysočina;Havlíčkův Brod;Vepříkov;Miřátky
Kraj Vysočina;Havlíčkův Brod;Vepříkov;Vepříkov
Kraj Vysočina;Havlíčkův Brod;Veselý Žďár;Veselý Žďár
Kraj Vysočina;Havlíčkův Brod;Věž;Jedouchov
Kraj Vysočina;Havlíčkův Brod;Věž;Leština u Herálce
Kraj Vysočina;Havlíčkův Brod;Věž;Skála u Havlíčkova Brodu
Kraj Vysočina;Havlíčkův Brod;Věž;Věž
Kraj Vysočina;Havlíčkův Brod;Věžnice;Dolní Věžnice
Kraj Vysočina;Havlíčkův Brod;Věžnice;Horní Věžnice
Kraj Vysočina;Havlíčkův Brod;Vilémov;Dálčice
Kraj Vysočina;Havlíčkův Brod;Vilémov;Hostovlice
Kraj Vysočina;Havlíčkův Brod;Vilémov;Zhoř u Vilémova
Kraj Vysočina;Havlíčkův Brod;Vilémov;Klášter u Vilémova
Kraj Vysočina;Havlíčkův Brod;Vilémov;Vilémov u Golčova Jeníkova
Kraj Vysočina;Havlíčkův Brod;Vilémov;Ždánice u Vilémova
Kraj Vysočina;Havlíčkův Brod;Vilémov;Spytice
Kraj Vysočina;Havlíčkův Brod;Vilémovice;Vilémovice u Ledče nad Sázavou
Kraj Vysočina;Havlíčkův Brod;Vlkanov;Vlkanov
Kraj Vysočina;Havlíčkův Brod;Ždírec nad Doubravou;Horní Studenec
Kraj Vysočina;Havlíčkův Brod;Ždírec nad Doubravou;Nový Studenec
Kraj Vysočina;Havlíčkův Brod;Ždírec nad Doubravou;Stružinec
Kraj Vysočina;Havlíčkův Brod;Ždírec nad Doubravou;Údavy
Kraj Vysočina;Havlíčkův Brod;Ždírec nad Doubravou;Benátky u Ždírce nad Doubravou
Kraj Vysočina;Havlíčkův Brod;Ždírec nad Doubravou;Kohoutov u Ždírce nad Doubravou
Kraj Vysočina;Havlíčkův Brod;Ždírec nad Doubravou;Ždírec nad Doubravou
Kraj Vysočina;Havlíčkův Brod;Žižkovo Pole;Macourov
Kraj Vysočina;Havlíčkův Brod;Žižkovo Pole;Žižkovo Pole
Kraj Vysočina;Havlíčkův Brod;Boňkov;Boňkov
Kraj Vysočina;Havlíčkův Brod;Bělá;Bělá u Jedlé
Kraj Vysočina;Havlíčkův Brod;Chřenovice;Chřenovice
Kraj Vysočina;Havlíčkův Brod;Víska;Víska u Chotěboře
Kraj Vysočina;Havlíčkův Brod;Pohleď;Pohleď
Kraj Vysočina;Havlíčkův Brod;Služátky;Služátky
Kraj Vysočina;Jihlava;Dvorce;Dvorce u Jihlavy
Kraj Vysočina;Jihlava;Švábov;Švábov
Kraj Vysočina;Jihlava;Hybrálec;Hybrálec
Kraj Vysočina;Jihlava;Smrčná;Smrčná na Moravě
Kraj Vysočina;Jihlava;Jihlava;Heroltice u Jihlavy
Kraj Vysočina;Jihlava;Jihlava;Horní Kosov
Kraj Vysočina;Jihlava;Jihlava;Hosov
Kraj Vysočina;Jihlava;Jihlava;Henčov
Kraj Vysočina;Jihlava;Jihlava;Hruškové Dvory
Kraj Vysočina;Jihlava;Jihlava;Jihlava
Kraj Vysočina;Jihlava;Jihlava;Helenín
Kraj Vysočina;Jihlava;Jihlava;Pančava
Kraj Vysočina;Jihlava;Jihlava;Sasov
Kraj Vysočina;Jihlava;Jihlava;Staré Hory
Kraj Vysočina;Jihlava;Jihlava;Bedřichov u Jihlavy
Kraj Vysočina;Jihlava;Jihlava;Pávov
Kraj Vysočina;Jihlava;Jihlava;Kosov u Jihlavy
Kraj Vysočina;Jihlava;Jihlava;Pístov u Jihlavy
Kraj Vysočina;Jihlava;Jihlava;Vysoká u Jihlavy
Kraj Vysočina;Jihlava;Jihlava;Popice u Jihlavy
Kraj Vysočina;Jihlava;Jihlava;Antonínův Důl
Kraj Vysočina;Jihlava;Jihlava;Zborná
Kraj Vysočina;Jihlava;Arnolec;Arnolec
Kraj Vysočina;Jihlava;Batelov;Batelov
Kraj Vysočina;Jihlava;Batelov;Bezděčín na Moravě
Kraj Vysočina;Jihlava;Batelov;Lovětín u Třešti
Kraj Vysočina;Jihlava;Batelov;Nová Ves u Třešti
Kraj Vysočina;Jihlava;Batelov;Rácov
Kraj Vysočina;Jihlava;Bílý Kámen;Bílý Kámen
Kraj Vysočina;Jihlava;Bítovčice;Horní Bítovčice
Kraj Vysočina;Jihlava;Bítovčice;Dolní Bítovčice
Kraj Vysočina;Jihlava;Bohuslavice;Bohuslavice
Kraj Vysočina;Jihlava;Boršov;Boršov
Kraj Vysočina;Jihlava;Brtnice;Brtnice
Kraj Vysočina;Jihlava;Brtnice;Jestřebí u Brtnice
Kraj Vysočina;Jihlava;Brtnice;Dolní Smrčné
Kraj Vysočina;Jihlava;Brtnice;Komárovice u Jihlavy
Kraj Vysočina;Jihlava;Brtnice;Panská Lhota
Kraj Vysočina;Jihlava;Brtnice;Příseka
Kraj Vysočina;Jihlava;Brtnice;Přímělkov
Kraj Vysočina;Jihlava;Brtnice;Střížov
Kraj Vysočina;Jihlava;Brtnice;Uhřínovice u Jihlavy
Kraj Vysočina;Jihlava;Brzkov;Brzkov
Kraj Vysočina;Jihlava;Cejle;Cejle
Kraj Vysočina;Jihlava;Cejle;Hutě
Kraj Vysočina;Jihlava;Cejle;Kostelecký Dvůr
Kraj Vysočina;Jihlava;Cerekvička-Rosice;Cerekvička
Kraj Vysočina;Jihlava;Cerekvička-Rosice;Rosice u Cerekvičky
Kraj Vysočina;Jihlava;Černíč;Černíč
Kraj Vysočina;Jihlava;Černíč;Myslůvka
Kraj Vysočina;Jihlava;Černíč;Slaviboř
Kraj Vysočina;Jihlava;Dlouhá Brtnice;Dlouhá Brtnice
Kraj Vysočina;Jihlava;Dobronín;Dobronín
Kraj Vysočina;Jihlava;Dobronín;Střelecká
Kraj Vysočina;Jihlava;Dobroutov;Dobroutov
Kraj Vysočina;Jihlava;Dolní Cerekev;Dolní Cerekev
Kraj Vysočina;Jihlava;Dolní Cerekev;Spělov
Kraj Vysočina;Jihlava;Dolní Vilímeč;Dolní Vilímeč
Kraj Vysočina;Jihlava;Doupě;Doupě
Kraj Vysočina;Jihlava;Dudín;Dudín
Kraj Vysočina;Jihlava;Dušejov;Dušejov
Kraj Vysočina;Jihlava;Dyjice;Dolní Dvorce u Telče
Kraj Vysočina;Jihlava;Dyjice;Dyjice
Kraj Vysočina;Jihlava;Dyjice;Rozsíčky u Telče
Kraj Vysočina;Jihlava;Dyjice;Dyjička
Kraj Vysočina;Jihlava;Dyjice;Stranná u Telče
Kraj Vysočina;Jihlava;Čížov;Čížov u Jihlavy
Kraj Vysočina;Jihlava;Hladov;Hladov
Kraj Vysočina;Jihlava;Hodice;Hodice
Kraj Vysočina;Jihlava;Hojkov;Hojkov
Kraj Vysočina;Jihlava;Horní Dubenky;Horní Dubenky
Kraj Vysočina;Jihlava;Rančířov;Rančířov
Kraj Vysočina;Jihlava;Borovná;Borovná
Kraj Vysočina;Jihlava;Hostětice;Částkovice u Hostětic
Kraj Vysočina;Jihlava;Hostětice;Hostětice
Kraj Vysočina;Jihlava;Horní Myslová;Horní Myslová
Kraj Vysočina;Jihlava;Olší;Olší u Telče
Kraj Vysočina;Jihlava;Hubenov;Hubenov
Kraj Vysočina;Jihlava;Zadní Vydří;Zadní Vydří
Kraj Vysočina;Jihlava;Jamné;Jamné u Jihlavy
Kraj Vysočina;Jihlava;Jamné;Rytířsko
Kraj Vysočina;Jihlava;Jersín;Jersín
Kraj Vysočina;Jihlava;Jezdovice;Jezdovice
Kraj Vysočina;Jihlava;Ježená;Ježená
Kraj Vysočina;Jihlava;Jihlávka;Jihlávka
Kraj Vysočina;Jihlava;Jindřichovice;Jindřichovice na Moravě
Kraj Vysočina;Jihlava;Kalhov;Kalhov
Kraj Vysočina;Jihlava;Kaliště;Býkovec
Kraj Vysočina;Jihlava;Kaliště;Kaliště u Horních Dubenek
Kraj Vysočina;Jihlava;Kamenice;Kamenice u Jihlavy
Kraj Vysočina;Jihlava;Kamenice;Vržanov
Kraj Vysočina;Jihlava;Kamenice;Kamenička
Kraj Vysočina;Jihlava;Kamenice;Řehořov
Kraj Vysočina;Jihlava;Kamenná;Kamenná u Jihlavy
Kraj Vysočina;Jihlava;Klatovec;Klatovec
Kraj Vysočina;Jihlava;Knínice;Knínice
Kraj Vysočina;Jihlava;Kostelec;Kostelec u Jihlavy
Kraj Vysočina;Jihlava;Kostelní Myslová;Kostelní Myslová
Kraj Vysočina;Jihlava;Kozlov;Kozlov u Jihlavy
Kraj Vysočina;Jihlava;Krahulčí;Krahulčí u Telče
Kraj Vysočina;Jihlava;Krasonice;Krasonice
Kraj Vysočina;Jihlava;Lhotka;Lhotka u Mrákotína
Kraj Vysočina;Jihlava;Luka nad Jihlavou;Luka nad Jihlavou
Kraj Vysočina;Jihlava;Luka nad Jihlavou;Otín nad Jihlavou
Kraj Vysočina;Jihlava;Luka nad Jihlavou;Předboř nad Jihlavou
Kraj Vysočina;Jihlava;Luka nad Jihlavou;Svatoslav nad Jihlavou
Kraj Vysočina;Jihlava;Malý Beranov;Malý Beranov
Kraj Vysočina;Jihlava;Markvartice;Markvartice
Kraj Vysočina;Jihlava;Měšín;Měšín
Kraj Vysočina;Jihlava;Milíčov;Milíčov u Jihlavy
Kraj Vysočina;Jihlava;Mirošov;Mirošov u Jihlavy
Kraj Vysočina;Jihlava;Mrákotín;Mrákotín u Telče
Kraj Vysočina;Jihlava;Mrákotín;Praskolesy u Mrákotína
Kraj Vysočina;Jihlava;Mysletice;Mysletice
Kraj Vysočina;Jihlava;Mysliboř;Mysliboř
Kraj Vysočina;Jihlava;Nadějov;Nadějov
Kraj Vysočina;Jihlava;Nevcehle;Nevcehle
Kraj Vysočina;Jihlava;Nová Říše;Nová Říše
Kraj Vysočina;Jihlava;Olšany;Olšany u Telče
Kraj Vysočina;Jihlava;Opatov;Opatov u Jihlavy
Kraj Vysočina;Jihlava;Ořechov;Ořechov u Telče
Kraj Vysočina;Jihlava;Otín;Otín u Stonařova
Kraj Vysočina;Jihlava;Panenská Rozsíčka;Panenská Rozsíčka
Kraj Vysočina;Jihlava;Panské Dubenky;Panské Dubenky
Kraj Vysočina;Jihlava;Pavlov;Bezděkov u Třešti
Kraj Vysočina;Jihlava;Pavlov;Pavlov u Stonařova
Kraj Vysočina;Jihlava;Pavlov;Stajiště
Kraj Vysočina;Jihlava;Plandry;Plandry
Kraj Vysočina;Jihlava;Polná;Hrbov
Kraj Vysočina;Jihlava;Polná;Janovice u Polné
Kraj Vysočina;Jihlava;Polná;Skrýšov u Polné
Kraj Vysočina;Jihlava;Polná;Nové Dvory u Kamenné
Kraj Vysočina;Jihlava;Polná;Polná
Kraj Vysočina;Jihlava;Puklice;Petrovice u Jihlavy
Kraj Vysočina;Jihlava;Puklice;Puklice
Kraj Vysočina;Jihlava;Puklice;Studénky
Kraj Vysočina;Jihlava;Radkov;Radkov u Telče
Kraj Vysočina;Jihlava;Rantířov;Rantířov
Kraj Vysočina;Jihlava;Rohozná;Rohozná u Jihlavy
Kraj Vysočina;Jihlava;Rozseč;Rozseč u Třešti
Kraj Vysočina;Jihlava;Růžená;Růžená
Kraj Vysočina;Jihlava;Rybné;Rybné
Kraj Vysočina;Jihlava;Řásná;Řásná
Kraj Vysočina;Jihlava;Řídelov;Řídelov
Kraj Vysočina;Jihlava;Sedlatice;Sedlatice
Kraj Vysočina;Jihlava;Sedlejov;Sedlejov
Kraj Vysočina;Jihlava;Stáj;Stáj
Kraj Vysočina;Jihlava;Stará Říše;Nepomuky na Moravě
Kraj Vysočina;Jihlava;Stará Říše;Stará Říše
Kraj Vysočina;Jihlava;Stonařov;Sokolíčko
Kraj Vysočina;Jihlava;Stonařov;Stonařov
Kraj Vysočina;Jihlava;Strachoňovice;Strachoňovice
Kraj Vysočina;Jihlava;Střítež;Střítež u Jihlavy
Kraj Vysočina;Jihlava;Suchá;Beranovec
Kraj Vysočina;Jihlava;Suchá;Prostředkovice
Kraj Vysočina;Jihlava;Suchá;Suchá u Jihlavy
Kraj Vysočina;Jihlava;Svojkovice;Svojkovice na Moravě
Kraj Vysočina;Jihlava;Šimanov;Šimanov na Moravě
Kraj Vysočina;Jihlava;Telč;Studnice u Telče
Kraj Vysočina;Jihlava;Telč;Telč
Kraj Vysočina;Jihlava;Třešť;Buková u Třešti
Kraj Vysočina;Jihlava;Třešť;Čenkov u Třešti
Kraj Vysočina;Jihlava;Třešť;Salavice
Kraj Vysočina;Jihlava;Třešť;Třešť
Kraj Vysočina;Jihlava;Třeštice;Třeštice
Kraj Vysočina;Jihlava;Urbanov;Urbanov
Kraj Vysočina;Jihlava;Ústí;Branišov u Jihlavy
Kraj Vysočina;Jihlava;Ústí;Ústí u Humpolce
Kraj Vysočina;Jihlava;Vanov;Vanov
Kraj Vysočina;Jihlava;Vanůvek;Vanůvek
Kraj Vysočina;Jihlava;Vápovice;Vápovice
Kraj Vysočina;Jihlava;Velký Beranov;Bradlo
Kraj Vysočina;Jihlava;Velký Beranov;Jeclov
